host_star_name,exoplanet_name,disc_year,orbital_period,earth_mass,earth_radii,den_gcm3,dist_parsec,solar_mass,solar_rad
Kepler-225,Kepler-225 b,2014,6.738975,1.87,1.2,5.95,569.99,0.66,0.48
Kepler-225,Kepler-225 c,2014,18.794234,4.04,1.84,3.56,569.99,0.66,0.48
Kepler-226,Kepler-226 b,2014,3.940997,24,1.55,35.4,1008.14,0.89,0.8
Kepler-226,Kepler-226 c,2014,5.349555,45.2,2.27,21.2,1008.14,0.89,0.8
Kepler-226,Kepler-226 d,2014,8.109044,1.98,1.22,5.99,1008.14,0.89,0.8
Kepler-227,Kepler-227 b,2014,9.488015,9.85,3.11,1.8,1117.5,0.96,1.09
Kepler-227,Kepler-227 c,2014,54.418694,9.48,3.04,1.85,1117.5,0.96,1.09
Kepler-228,Kepler-228 b,2014,2.566546,2.96,1.53,4.54,1724.6,0.95,1.01
Kepler-228,Kepler-228 c,2014,4.134444,7.75,2.7,2.16,1724.6,0.95,1.01
Kepler-228,Kepler-228 d,2014,11.094286,15.4,4.04,1.28,1724.6,0.95,1.01
Kepler-229,Kepler-229 b,2014,6.252972,5.48,2.2,2.83,845.88,0.8,0.73
Kepler-229,Kepler-229 c,2014,16.068638,21.5,4.92,0.992,845.88,0.8,0.73
Kepler-229,Kepler-229 d,2014,41.194912,14.2,3.85,1.37,845.88,0.8,0.73
Kepler-23,Kepler-23 b,2011,7.1073,254.3,1.9,,856.34,1.1,1.55
Kepler-23,Kepler-23 c,2011,10.7421,858.1,3.2,,856.34,1.1,1.55
Kepler-23,Kepler-23 d,2014,15.274299,17.6,2.2,9.08,856.34,1.1,1.55
Kepler-230,Kepler-230 b,2014,32.625555,16.8,4.26,1.19,756.73,0.84,0.82
Kepler-230,Kepler-230 c,2014,91.773242,4.82,2.04,3.12,756.73,0.84,0.82
Kepler-231,Kepler-231 b,2014,10.065275,35.4,1.73,37.6,319.49,0.59,0.49
Kepler-231,Kepler-231 c,2014,19.271566,24.1,1.93,18.4,319.49,0.59,0.49
Kepler-232,Kepler-232 b,2014,4.431222,9.69,3.08,1.82,1402.96,0.97,0.97
Kepler-232,Kepler-232 c,2014,11.379349,14,3.83,1.37,1402.96,0.97,0.97
Kepler-233,Kepler-233 b,2014,8.472382,6.48,2.43,2.48,877.73,0.84,0.76
Kepler-233,Kepler-233 c,2014,60.418955,7.8,2.71,2.15,877.73,0.84,0.76
Kepler-234,Kepler-234 b,2014,2.711506,13.2,3.7,1.43,1821.01,1.11,1.11
Kepler-234,Kepler-234 c,2014,7.21205,12.1,3.51,1.54,1821.01,1.11,1.11
Kepler-235,Kepler-235 b,2014,3.340222,5.6,2.23,4.82,433.24,0.51,0.55
Kepler-235,Kepler-235 c,2014,7.824904,2.18,1.28,4.82,433.24,0.51,0.55
Kepler-235,Kepler-235 d,2014,20.060548,4.86,2.05,4.82,433.24,0.51,0.55
Kepler-235,Kepler-235 e,2014,46.183669,5.56,2.22,4.82,433.24,0.51,0.55
Kepler-236,Kepler-236 b,2014,8.295611,3.09,1.57,4.39,291.17,0.58,0.51
Kepler-236,Kepler-236 c,2014,23.968127,4.66,2,3.2,291.17,0.58,0.51
Kepler-237,Kepler-237 b,2014,4.715106,2.57,1.41,5.04,670.41,0.81,0.72
Kepler-237,Kepler-237 c,2014,8.103636,4.98,2.08,3.04,670.41,0.81,0.72
Kepler-238,Kepler-238 b,2014,2.090876,3.64,1.73,3.86,1897.73,1.06,1.43
Kepler-238,Kepler-238 c,2014,6.155557,6.3,2.39,2.54,1897.73,1.06,1.43
Kepler-238,Kepler-238 d,2014,13.233549,9.64,3.07,1.83,1897.73,1.06,1.43
Kepler-238,Kepler-238 e,2013,23.654,169.7,5.6,5.31,1897.73,1.06,1.43
Kepler-238,Kepler-238 f,2013,50.447,13.5,2,9.27,1897.73,1.06,1.43
Kepler-239,Kepler-239 b,2014,11.763051,6.04,2.33,2.62,660.07,0.84,0.76
Kepler-239,Kepler-239 c,2014,56.228098,6.85,2.51,2.38,660.07,0.84,0.76
Kepler-24,Kepler-24 b,2011,8.1453,508.5,2.4,,1195.99,0.98,1.29
Kepler-24,Kepler-24 c,2011,12.3335,508.5,2.8,,1195.99,0.98,1.29
Kepler-24,Kepler-24 d,2014,4.244384,3.43,1.67,4.05,1195.99,0.98,1.29
Kepler-24,Kepler-24 e,2014,18.998355,8.15,2.78,2.08,1195.99,0.98,1.29
Kepler-240,Kepler-240 b,2014,4.144495,2.45,1.37,5.24,762.74,0.78,0.74
Kepler-240,Kepler-240 c,2014,7.953528,102.3,2.2,52.8,762.74,0.78,0.74
Kepler-241,Kepler-241 b,2014,12.718092,6.04,2.33,2.62,609.86,0.74,0.67
Kepler-241,Kepler-241 c,2014,36.065978,7.13,2.57,2.31,609.86,0.74,0.67
Kepler-242,Kepler-242 b,2014,8.20395,7.32,2.61,2.26,610.6,0.81,0.85
Kepler-242,Kepler-242 c,2014,14.496481,4.66,2,3.2,610.6,0.81,0.85
Kepler-243,Kepler-243 b,2014,5.715442,6.57,2.45,2.45,707.94,0.83,0.84
Kepler-243,Kepler-243 c,2014,20.026218,4.62,1.99,3.22,707.94,0.83,0.84
Kepler-244,Kepler-244 b,2014,4.311792,8.05,2.76,2.1,1067.62,0.82,0.8
Kepler-244,Kepler-244 c,2014,9.767292,4.86,2.05,3.1,1067.62,0.82,0.8
Kepler-244,Kepler-244 d,2014,20.050401,15.2,2.31,6.78,1067.62,0.82,0.8
Kepler-245,Kepler-245 b,2014,7.49019,7.13,2.57,2.31,882.65,0.86,0.8
Kepler-245,Kepler-245 c,2014,17.460812,225.6,2.18,120,882.65,0.86,0.8
Kepler-245,Kepler-245 d,2014,36.277108,21.6,3.03,4.27,882.65,0.86,0.8
Kepler-245,Kepler-245 e,2016,3.21982106,3.71,1.75,3.8,882.65,0.86,0.8
Kepler-246,Kepler-246 b,2014,4.60182,6.08,2.34,2.61,637.44,0.9,0.83
Kepler-246,Kepler-246 c,2014,11.187161,2.86,1.5,4.66,637.44,0.9,0.83
Kepler-247,Kepler-247 b,2014,3.33616,3.33,1.64,4.15,676.38,0.84,0.77
Kepler-247,Kepler-247 c,2014,9.439452,15.7,4.09,1.26,676.38,0.84,0.77
Kepler-247,Kepler-247 d,2014,20.477912,14.7,3.94,1.32,676.38,0.84,0.77
Kepler-248,Kepler-248 b,2014,6.308205,9.38,3.02,1.87,754.65,0.9,0.83
Kepler-248,Kepler-248 c,2014,16.239494,15.6,4.07,1.27,754.65,0.9,0.83
Kepler-249,Kepler-249 b,2014,3.306539,1.32,1.09,5.6,191.44,0.4,0.48
Kepler-249,Kepler-249 c,2014,7.113702,2.89,1.51,4.61,191.44,0.4,0.48
Kepler-249,Kepler-249 d,2014,15.368459,3.09,1.57,4.39,191.44,0.4,0.48
Kepler-25,Kepler-25 b,2011,6.238297,8.7,2.748,2.32,244.96,1.19,1.31
Kepler-25,Kepler-25 c,2011,12.7207,15.2,5.217,0.588,244.96,1.19,1.31
Kepler-25,Kepler-25 d,2014,122.4,71.9,10,0.395,244.96,1.19,1.31
Kepler-250,Kepler-250 b,2014,4.148141,1.51,1.13,5.75,777.31,0.83,0.81
Kepler-250,Kepler-250 c,2014,7.156804,5.82,2.28,2.7,777.31,0.83,0.81
Kepler-250,Kepler-250 d,2014,17.648312,5.39,2.18,2.86,777.31,0.83,0.81
Kepler-251,Kepler-251 b,2014,4.790936,2.33,1.33,5.44,948.98,0.95,0.89
Kepler-251,Kepler-251 c,2014,16.514043,8.1,2.77,2.09,948.98,0.95,0.89
Kepler-251,Kepler-251 d,2014,30.133001,8.1,2.77,2.09,948.98,0.95,0.89
Kepler-251,Kepler-251 e,2014,99.640161,8.1,2.77,2.09,948.98,0.95,0.89
Kepler-252,Kepler-252 b,2014,6.668391,2.04,1.23,6.02,383.59,0.7,0.55
Kepler-252,Kepler-252 c,2014,10.848463,5.27,2.15,2.91,383.59,0.7,0.55
Kepler-253,Kepler-253 b,2014,3.783986,3.29,1.63,4.17,858.93,0.85,0.79
Kepler-253,Kepler-253 c,2014,10.281951,7.51,2.65,2.22,858.93,0.85,0.79
Kepler-253,Kepler-253 d,2014,18.119869,10.2,3.17,1.76,858.93,0.85,0.79
Kepler-254,Kepler-254 b,2014,5.826662,14.3,3.87,1.36,1446.45,0.93,0.91
Kepler-254,Kepler-254 c,2014,12.412183,3.2,2.15,1.77,1446.45,0.93,0.91
Kepler-254,Kepler-254 d,2014,18.746477,6.8,2.5,2.39,1446.45,0.93,0.91
Kepler-255,Kepler-255 b,2014,5.714606,3.02,1.55,4.46,1084.5,0.9,0.93
Kepler-255,Kepler-255 c,2014,9.946047,9.22,2.99,1.9,1084.5,0.9,0.93
Kepler-255,Kepler-255 d,2016,1.04562266,2.3,1.32,5.5,1084.5,0.9,0.93
Kepler-256,Kepler-256 b,2014,1.620493,3.15,1.59,4.31,1057.36,0.97,1.3
Kepler-256,Kepler-256 c,2014,3.38802,5.27,2.15,2.91,1057.36,0.97,1.3
Kepler-256,Kepler-256 d,2014,5.839172,6.71,2.48,2.42,1057.36,0.97,1.3
Kepler-256,Kepler-256 e,2014,10.681572,6.12,2.35,2.59,1057.36,0.97,1.3
Kepler-257,Kepler-257 b,2014,2.382667,7.32,2.61,2.26,797.75,0.85,1.04
Kepler-257,Kepler-257 c,2014,6.581484,25.2,5.41,0.875,797.75,0.85,1.04
Kepler-257,Kepler-257 d,2014,24.664551,21.7,4.95,0.983,797.75,0.85,1.04
Kepler-258,Kepler-258 b,2014,13.19722,15.5,4.06,1.27,585.6,0.82,0.92
Kepler-258,Kepler-258 c,2014,33.653079,12.7,3.61,1.48,585.6,0.82,0.92
Kepler-259,Kepler-259 b,2014,8.115317,8.25,2.8,2.07,1031.58,0.93,0.9
Kepler-259,Kepler-259 c,2014,36.924931,7.75,2.7,2.16,1031.58,0.93,0.9
Kepler-26,Kepler-26 b,2011,12.28,5.12,2.78,1.26,338.55,0.54,0.51
Kepler-26,Kepler-26 c,2011,17.2559,6.2,2.72,1.61,338.55,0.54,0.51
Kepler-26,Kepler-26 d,2014,3.543919,1.24,1.07,5.56,338.55,0.54,0.51
Kepler-26,Kepler-26 e,2014,46.827915,6.39,2.41,2.51,338.55,0.54,0.51
Kepler-260,Kepler-260 b,2014,8.187399,4.7,2.01,3.18,638.85,0.92,0.86
Kepler-260,Kepler-260 c,2014,76.050178,3.68,1.74,3.84,638.85,0.92,0.86
Kepler-261,Kepler-261 b,2014,10.381227,5.39,2.18,2.86,320.43,0.85,0.79
Kepler-261,Kepler-261 c,2014,24.570858,4.66,2,3.2,320.43,0.85,0.79
Kepler-262,Kepler-262 b,2014,13.060855,2.42,1.36,5.29,624.08,1.03,0.88
Kepler-262,Kepler-262 c,2014,21.853722,3.33,1.64,4.15,624.08,1.03,0.88
Kepler-263,Kepler-263 b,2014,16.568087,7.61,2.67,2.2,771.09,0.89,0.79
Kepler-263,Kepler-263 c,2014,47.332773,6.66,2.47,2.43,771.09,0.89,0.79
Kepler-264,Kepler-264 b,2014,40.806231,11.1,3.33,1.65,968.15,1.46,1.55
Kepler-264,Kepler-264 c,2014,140.101261,8.4,2.83,2.04,968.15,1.46,1.55
Kepler-265,Kepler-265 b,2014,6.846262,4.12,1.86,3.52,1328.21,0.98,1.1
Kepler-265,Kepler-265 c,2014,17.028937,7.41,2.63,2.24,1328.21,0.98,1.1
Kepler-265,Kepler-265 d,2014,43.130617,6.76,2.49,2.41,1328.21,0.98,1.1
Kepler-265,Kepler-265 e,2014,67.831024,7.22,2.59,2.28,1328.21,0.98,1.1
Kepler-266,Kepler-266 b,2014,6.61833,6.71,2.48,2.42,1425.27,0.91,1.03
Kepler-266,Kepler-266 c,2014,107.723601,14.4,3.89,1.34,1425.27,0.91,1.03
Kepler-267,Kepler-267 b,2014,3.353728,37.9,1.98,26.8,267,0.56,0.56
Kepler-267,Kepler-267 c,2014,6.87745,5.18,2.13,2.95,267,0.56,0.56
Kepler-267,Kepler-267 d,2014,28.464515,5.77,2.27,2.71,267,0.56,0.56
Kepler-268,Kepler-268 b,2014,25.934138,7.04,2.55,2.33,873.21,1.13,1.27
Kepler-268,Kepler-268 c,2014,83.446393,11.4,3.38,1.62,873.21,1.13,1.27
Kepler-269,Kepler-269 b,2014,5.326718,6.66,2.47,2.43,2418.83,0.92,0.96
Kepler-269,Kepler-269 c,2014,8.127899,3.5,1.69,3.98,2418.83,0.92,0.96
Kepler-27,Kepler-27 b,2011,15.3348,2895.31,4,,1075.1,0.65,0.59
Kepler-27,Kepler-27 c,2011,31.3309,4385.87,4.9,,1075.1,0.65,0.59
Kepler-270,Kepler-270 b,2014,11.476094,4.7,2.01,3.18,975.46,1.17,1.46
Kepler-270,Kepler-270 c,2014,25.262887,3.78,1.77,3.75,975.46,1.17,1.46
Kepler-271,Kepler-271 b,2014,10.43547805,2.04,1.23,6.02,418,0.9,0.87
Kepler-271,Kepler-271 c,2014,7.41086267,0.809,0.95,5.18,418,0.9,0.87
Kepler-271,Kepler-271 d,2016,5.24972541,0.219,0.66,4.19,418,0.9,0.87
Kepler-272,Kepler-272 b,2014,2.971353,78,1.43,147,912.85,0.97,0.93
Kepler-272,Kepler-272 c,2014,6.057342,97.8,1.79,93.7,912.85,0.97,0.93
Kepler-272,Kepler-272 d,2014,10.937304,5.69,2.25,2.74,912.85,0.97,0.93
Kepler-273,Kepler-273 b,2014,2.936532,2.86,1.5,4.66,728.85,0.94,0.81
Kepler-273,Kepler-273 c,2014,8.014927,4.58,1.98,3.24,728.85,0.94,0.81
Kepler-274,Kepler-274 b,2014,11.634788,2.99,1.54,4.5,1385.51,1.08,1.01
Kepler-274,Kepler-274 c,2014,33.197861,4.04,1.84,3.56,1385.51,1.08,1.01
Kepler-275,Kepler-275 b,2014,10.300682,6.08,2.34,2.61,2155.2,1.16,1.38
Kepler-275,Kepler-275 c,2014,16.088134,11.4,3.38,1.62,2155.2,1.16,1.38
Kepler-275,Kepler-275 d,2014,35.676062,11.1,3.33,1.65,2155.2,1.16,1.38
Kepler-276,Kepler-276 b,2014,14.12841,8.6,2.87,2,1181.73,1.02,1.05
Kepler-276,Kepler-276 c,2013,31.884,16.6,2.9,3.74,1181.73,1.02,1.05
Kepler-276,Kepler-276 d,2013,48.648,16.3,2.8,4.08,1181.73,1.02,1.05
Kepler-277,Kepler-277 b,2013,17.324,87.3,2.92,19.3,1004.88,1.21,1.65
Kepler-277,Kepler-277 c,2013,33.006,64.2,3.36,9.3,1004.88,1.21,1.65
Kepler-278,Kepler-278 b,2014,30.160546,15.6,4.07,1.27,448.65,1.3,2.94
Kepler-278,Kepler-278 c,2014,51.078775,12.6,3.59,1.5,448.65,1.3,2.94
Kepler-279,Kepler-279 b,2014,12.309681,12.8,3.62,1.48,1069.2,1.2,1.75
Kepler-279,Kepler-279 c,2013,35.736,49.4,4.3,0.3,1069.2,1.2,1.75
Kepler-279,Kepler-279 d,2013,54.414,37.5,3.1,0.3,1069.2,1.2,1.75
Kepler-28,Kepler-28 b,2011,5.9123,479.9,3.6,,443.92,0.75,0.7
Kepler-28,Kepler-28 c,2011,8.9858,432.23,3.4,,443.92,0.75,0.7
Kepler-280,Kepler-280 b,2014,2.139542,2.7,1.45,4.87,798.21,0.96,0.89
Kepler-280,Kepler-280 c,2014,4.807091,4.7,2.01,3.18,798.21,0.96,0.89
Kepler-281,Kepler-281 b,2014,14.646008,8.35,2.82,2.05,1835,0.95,0.9
Kepler-281,Kepler-281 c,2014,36.337373,24.4,5.31,0.896,1835,0.95,0.9
Kepler-282,Kepler-282 b,2014,9.220524,1.01,1.01,5.39,1390.97,0.9,0.9
Kepler-282,Kepler-282 c,2014,13.638723,1.87,1.2,5.95,1390.97,0.9,0.9
Kepler-282,Kepler-282 d,2013,24.806,61,2.46,22.5,1390.97,0.9,0.9
Kepler-282,Kepler-282 e,2013,44.347,56.2,3.1,10.4,1390.97,0.9,0.9
Kepler-283,Kepler-283 b,2014,11.008151,5.18,2.13,2.95,474.33,0.63,0.57
Kepler-283,Kepler-283 c,2014,92.743711,3.97,1.82,3.62,474.33,0.63,0.57
Kepler-284,Kepler-284 b,2014,12.699149,5.65,2.24,2.76,1062.79,0.91,0.81
Kepler-284,Kepler-284 c,2014,37.514456,7.32,2.61,2.26,1062.79,0.91,0.81
Kepler-285,Kepler-285 b,2014,2.633867,2.36,1.34,5.39,844.17,0.85,0.81
Kepler-285,Kepler-285 c,2014,6.186676,1.46,1.12,5.71,844.17,0.85,0.81
Kepler-286,Kepler-286 b,2014,1.796302,2.07,1.24,5.97,1266.68,0.96,0.86
Kepler-286,Kepler-286 c,2014,3.468095,2.45,1.37,5.24,1266.68,0.96,0.86
Kepler-286,Kepler-286 d,2014,5.914323,2.33,1.33,5.44,1266.68,0.96,0.86
Kepler-286,Kepler-286 e,2014,29.221289,3.78,1.77,3.75,1266.68,0.96,0.86
Kepler-287,Kepler-287 b,2014,20.342199,6.04,2.33,2.62,856.33,0.97,1.03
Kepler-287,Kepler-287 c,2014,44.851896,10.7,3.26,1.7,856.33,0.97,1.03
Kepler-288,Kepler-288 b,2014,6.097326,3.43,1.67,4.05,1236.21,1.03,1.09
Kepler-288,Kepler-288 c,2014,19.305772,8.5,2.85,2.02,1236.21,1.03,1.09
Kepler-288,Kepler-288 d,2014,56.633742,7.61,2.67,2.2,1236.21,1.03,1.09
Kepler-289,Kepler-289 b,2014,34.545,7.3,2.15,4.1,700,1.08,1
Kepler-289,Kepler-289 c,2014,125.8518,132,11.59,0.47,700,1.08,1
Kepler-289,Kepler-289 d,2014,66.0634,4,2.68,1.2,700,1.08,1
Kepler-29,Kepler-29 b,2011,10.3384,4.51,3.35,0.65,851.9,0.98,0.93
Kepler-29,Kepler-29 c,2011,13.2884,4,3.14,0.7,851.9,0.98,0.93
Kepler-290,Kepler-290 b,2014,14.589347,5.69,2.25,2.74,708.55,0.79,0.74
Kepler-290,Kepler-290 c,2014,36.77031,7.75,2.7,2.16,708.55,0.79,0.74
Kepler-291,Kepler-291 b,2014,3.546511,5.31,2.16,2.9,1884.37,0.9,1.02
Kepler-291,Kepler-291 c,2014,5.700786,4.19,1.88,3.47,1884.37,0.9,1.02
Kepler-292,Kepler-292 b,2014,2.580827,2.3,1.32,5.5,1087.23,0.85,0.83
Kepler-292,Kepler-292 c,2014,3.715335,2.76,1.47,4.77,1087.23,0.85,0.83
Kepler-292,Kepler-292 d,2014,7.055679,5.6,2.23,2.77,1087.23,0.85,0.83
Kepler-292,Kepler-292 e,2014,11.97901,7.61,2.67,2.2,1087.23,0.85,0.83
Kepler-292,Kepler-292 f,2014,20.834237,6.12,2.35,2.59,1087.23,0.85,0.83
Kepler-293,Kepler-293 b,2014,19.254196,9.64,3.07,1.83,1002.51,0.94,0.96
Kepler-293,Kepler-293 c,2014,54.155743,14,3.83,1.37,1002.51,0.94,0.96
Kepler-294,Kepler-294 b,2014,3.701212,3.78,1.77,3.75,1411.62,0.95,0.98
Kepler-294,Kepler-294 c,2014,6.6264,7.8,2.71,2.15,1411.62,0.95,0.98
Kepler-295,Kepler-295 b,2014,12.645164,1.98,1.22,5.99,1787.33,0.89,0.9
Kepler-295,Kepler-295 c,2014,21.526258,1.71,1.17,5.87,1787.33,0.89,0.9
Kepler-295,Kepler-295 d,2014,33.884054,2.42,1.36,5.29,1787.33,0.89,0.9
Kepler-296,Kepler-296 b,2014,10.864384,3.22,1.61,3,226,0.5,0.48
Kepler-296,Kepler-296 c,2014,5.8416366,4.66,2,1.2,226,0.5,0.48
Kepler-296,Kepler-296 d,2014,19.850291,5.02,2.09,1.9,226,0.5,0.48
Kepler-296,Kepler-296 e,2014,34.14211,2.96,1.53,4.1,226,0.5,0.48
Kepler-296,Kepler-296 f,2014,63.33627,3.89,1.8,3.2,226,0.5,0.48
Kepler-297,Kepler-297 b,2014,38.871826,48.5,2.87,11.3,706.21,0.98,0.92
Kepler-297,Kepler-297 c,2014,74.920137,42.1,6.54,0.827,706.21,0.98,0.92
Kepler-298,Kepler-298 b,2014,10.475464,4.5,1.96,3.28,525.98,0.69,0.58
Kepler-298,Kepler-298 c,2014,22.92881,4.38,1.93,3.35,525.98,0.69,0.58
Kepler-298,Kepler-298 d,2014,77.473633,6.8,2.5,2.39,525.98,0.69,0.58
Kepler-299,Kepler-299 b,2014,2.927128,2.3,1.32,5.5,1084.89,0.95,1.03
Kepler-299,Kepler-299 c,2014,6.885875,7.51,2.65,2.22,1084.89,0.95,1.03
Kepler-299,Kepler-299 d,2014,15.054786,4.12,1.86,3.52,1084.89,0.95,1.03
Kepler-299,Kepler-299 e,2014,38.285489,4.16,1.87,3.5,1084.89,0.95,1.03
Kepler-30,Kepler-30 b,2012,29.33434,11.3,3.9,1.02,938.33,0.99,0.95
Kepler-30,Kepler-30 c,2012,60.323105,640,12.3,1.88,938.33,0.99,0.95
Kepler-30,Kepler-30 d,2012,143.34394,23.1,8.8,0.19,938.33,0.99,0.95
Kepler-300,Kepler-300 b,2014,10.446347,3.43,1.67,4.05,1134.23,1.07,0.9
Kepler-300,Kepler-300 c,2014,40.714955,5.69,2.25,2.74,1134.23,1.07,0.9
Kepler-301,Kepler-301 b,2014,2.508553,2.39,1.35,5.34,734.31,0.98,0.9
Kepler-301,Kepler-301 c,2014,5.419026,2.39,1.35,5.34,734.31,0.98,0.9
Kepler-301,Kepler-301 d,2014,13.751243,3.71,1.75,3.8,734.31,0.98,0.9
Kepler-302,Kepler-302 b,2014,30.184104,15.5,4.06,1.27,1459.64,1.02,1.22
Kepler-302,Kepler-302 c,2014,127.282184,,12.45,,1459.64,1.02,1.22
Kepler-303,Kepler-303 b,2014,1.937055,0.64,0.89,4.99,211.01,0.52,0.48
Kepler-303,Kepler-303 c,2014,7.061149,1.55,1.14,5.75,211.01,0.52,0.48
Kepler-304,Kepler-304 b,2014,3.295709,8.55,2.86,2.01,440.12,0.8,0.69
Kepler-304,Kepler-304 c,2014,5.315946,5.35,2.17,2.88,440.12,0.8,0.69
Kepler-304,Kepler-304 d,2014,9.653471,8,2.75,2.11,440.12,0.8,0.69
Kepler-304,Kepler-304 e,2016,1.49914695,1.87,1.2,5.95,440.12,0.8,0.69
Kepler-305,Kepler-305 b,2013,5.487,10.5,3.6,1.24,889.64,0.85,0.79
Kepler-305,Kepler-305 c,2013,8.291,6,3.3,0.917,889.64,0.85,0.79
Kepler-305,Kepler-305 d,2014,16.738661,9.1,2.71,2.5,889.64,0.85,0.79
Kepler-306,Kepler-306 b,2014,4.646186,2.92,1.52,4.57,793,0.81,0.72
Kepler-306,Kepler-306 c,2014,7.240193,6.12,2.35,2.59,793,0.81,0.72
Kepler-306,Kepler-306 d,2014,17.326644,6.66,2.47,2.43,793,0.81,0.72
Kepler-306,Kepler-306 e,2014,44.840975,5.77,2.27,2.71,793,0.81,0.72
Kepler-307,Kepler-307 b,2013,10.4208,7.44,2.43,2.62,585.27,0.91,0.81
Kepler-307,Kepler-307 c,2013,13.0729,3.64,2.2,1.74,585.27,0.91,0.81
Kepler-308,Kepler-308 b,2014,9.694928,5.14,2.12,2.96,1384.3,0.92,0.94
Kepler-308,Kepler-308 c,2014,15.38231,5.31,2.16,2.9,1384.3,0.92,0.94
Kepler-309,Kepler-309 b,2014,5.923653,3.05,1.56,4.41,553.2,0.79,0.72
Kepler-309,Kepler-309 c,2014,105.356383,6.85,2.51,2.38,553.2,0.79,0.72
Kepler-31,Kepler-31 b,2011,20.8613,25.9,5.5,0.855,1747.58,1.21,1.22
Kepler-31,Kepler-31 c,2011,42.6318,1493.7,5.3,,1747.58,1.21,1.22
Kepler-31,Kepler-31 d,2014,87.6451,2161.244,3.9,,1747.58,1.21,1.22
Kepler-310,Kepler-310 b,2014,13.930698,1.81,1.19,5.9,612.87,0.91,0.88
Kepler-310,Kepler-310 c,2014,56.47542,11.4,3.38,1.62,612.87,0.91,0.88
Kepler-310,Kepler-310 d,2014,92.876125,7,2.47,3.3,612.87,0.91,0.88
Kepler-311,Kepler-311 b,2014,9.176092,3.53,1.7,3.95,796.53,1.08,1.19
Kepler-311,Kepler-311 c,2014,19.738286,2.63,1.43,4.94,796.53,1.08,1.19
Kepler-312,Kepler-312 b,2014,1.772419,2.21,1.29,5.66,816.22,1.2,1.47
Kepler-312,Kepler-312 c,2014,19.747412,10.1,3.15,1.78,816.22,1.2,1.47
Kepler-313,Kepler-313 b,2014,14.970418,6.94,2.53,2.35,1079.4,1.08,1.54
Kepler-313,Kepler-313 c,2014,32.273273,7.13,2.57,2.31,1079.4,1.08,1.54
Kepler-314,Kepler-314 b,2014,2.461069,0.498,0.83,4.79,270.97,0.95,0.95
Kepler-314,Kepler-314 c,2014,5.960392,8.75,2.9,1.97,270.97,0.95,0.95
Kepler-315,Kepler-315 b,2014,96.101141,13.7,3.77,1.4,1199.5,0.98,1.04
Kepler-315,Kepler-315 c,2014,265.469335,16.1,4.15,1.24,1199.5,0.98,1.04
Kepler-316,Kepler-316 b,2014,2.240508,1.2,1.06,5.54,389.22,0.62,0.52
Kepler-316,Kepler-316 c,2014,6.827766,1.65,1.16,5.81,389.22,0.62,0.52
Kepler-317,Kepler-317 b,2014,5.524242,109.8,2.09,66.1,965.85,1.04,0.94
Kepler-317,Kepler-317 c,2014,8.77501,3.61,1.72,3.9,965.85,1.04,0.94
Kepler-318,Kepler-318 b,2014,4.662715,19.9,4.71,1.05,496.14,1.02,1.19
Kepler-318,Kepler-318 c,2014,11.815007,13.1,3.68,1.44,496.14,1.02,1.19
Kepler-319,Kepler-319 b,2014,4.362705,3.29,1.63,4.17,510.83,0.96,0.9
Kepler-319,Kepler-319 c,2014,6.941357,7.41,2.63,2.24,510.83,0.96,0.9
Kepler-319,Kepler-319 d,2014,31.781925,5.86,2.29,2.68,510.83,0.96,0.9
Kepler-32,Kepler-32 b,2011,5.90124,1303,2.2,,326.85,0.58,0.53
Kepler-32,Kepler-32 c,2011,8.7522,158.9,2,,326.85,0.58,0.53
Kepler-32,Kepler-32 d,2012,22.7802,7.75,2.7,2.16,326.85,0.58,0.53
Kepler-32,Kepler-32 e,2012,2.896,2.86,1.5,4.66,326.85,0.58,0.53
Kepler-32,Kepler-32 f,2012,0.74296,0.477,0.82,4.75,326.85,0.58,0.53
Kepler-320,Kepler-320 b,2014,8.371554,1.55,1.14,5.75,846.74,1.33,1.11
Kepler-320,Kepler-320 c,2014,17.934937,2.45,1.37,5.24,846.74,1.33,1.11
Kepler-321,Kepler-321 b,2014,4.915379,3.78,1.77,3.75,388.83,1.03,1.19
Kepler-321,Kepler-321 c,2014,13.093921,5.99,2.32,2.64,388.83,1.03,1.19
Kepler-322,Kepler-322 b,2014,1.653888,1.01,1.01,5.39,405.16,0.92,0.89
Kepler-322,Kepler-322 c,2014,4.337234,3.43,1.67,4.05,405.16,0.92,0.89
Kepler-323,Kepler-323 b,2014,1.678327,684.4,1.43,1290,460.8,1.09,1.18
Kepler-323,Kepler-323 c,2014,3.553822,79.7,1.63,101,460.8,1.09,1.18
Kepler-324,Kepler-324 b,2014,4.385315,1.55,1.14,5.75,508.94,0.87,0.84
Kepler-324,Kepler-324 c,2014,51.805612,10.1,3.15,1.78,508.94,0.87,0.84
Kepler-325,Kepler-325 b,2014,4.544439,8.8,2.91,1.96,843.12,0.91,1
Kepler-325,Kepler-325 c,2014,12.762172,6.99,2.54,2.34,843.12,0.91,1
Kepler-325,Kepler-325 d,2014,38.715185,8.2,2.79,2.07,843.12,0.91,1
Kepler-326,Kepler-326 b,2014,2.248329,44.6,1.52,69.8,494.3,0.85,0.8
Kepler-326,Kepler-326 c,2014,4.580358,17.4,1.4,34.8,494.3,0.85,0.8
Kepler-326,Kepler-326 d,2014,6.766888,6.9,1.21,21.4,494.3,0.85,0.8
