rowid,fpl_hostname,fpl_name,fpl_disc,fpl_orbper,fpl_smax,fpl_eccen,fpl_bmasse,fpl_bmassj,fpl_rade,fpl_radj,fpl_rads,fpl_dens,fpl_eqt,fst_dist,fst_teff,fst_logg,fst_lum,fst_mass,fst_rad,fst_met,fst_age
2449,Kepler-238,Kepler-238 d,2014,13.233549,0.115,,9.64,0.0303,3.07,0.274,0.028,1.83,,1897.73,5751,4.19,0.433,1.06,1.43,0.23,6.76
2450,Kepler-238,Kepler-238 e,2013,23.654,,,169.7,0.534,5.6,0.5,0.051,5.31,,1897.73,5751,4.19,0.433,1.06,1.43,0.23,6.76
2451,Kepler-238,Kepler-238 f,2013,50.447,,,13.5,0.042,2,0.178,0.018,9.27,,1897.73,5751,4.19,0.433,1.06,1.43,0.23,6.76
2452,Kepler-239,Kepler-239 b,2014,11.763051,0.095,,6.04,0.019,2.33,0.208,0.021,2.62,,660.07,4914,4.58,-0.531,0.84,0.76,0.09,3.31
2453,Kepler-239,Kepler-239 c,2014,56.228098,0.268,,6.85,0.0215,2.51,0.224,0.023,2.38,,660.07,4914,4.58,-0.531,0.84,0.76,0.09,3.31
2454,Kepler-24,Kepler-24 b,2011,8.1453,0.08,,508.5,1.6,2.4,0.214,0.022,,,1195.99,5897,4.2,0.074,0.98,1.29,-0.19,6.17
2455,Kepler-24,Kepler-24 c,2011,12.3335,0.106,,508.5,1.6,2.8,0.25,0.026,,,1195.99,5897,4.2,0.074,0.98,1.29,-0.19,6.17
2456,Kepler-24,Kepler-24 d,2014,4.244384,0.051,,3.43,0.0108,1.67,0.149,0.015,4.05,,1195.99,5897,4.2,0.074,0.98,1.29,-0.19,6.17
2457,Kepler-24,Kepler-24 e,2014,18.998355,0.138,,8.15,0.0256,2.78,0.248,0.025,2.08,,1195.99,5897,4.2,0.074,0.98,1.29,-0.19,6.17
2458,Kepler-240,Kepler-240 b,2014,4.144495,0.048,,2.45,0.00771,1.37,0.122,0.013,5.24,,762.74,4985,4.63,-0.592,0.78,0.74,-0.04,4.68
2459,Kepler-240,Kepler-240 c,2014,7.953528,0.074,,102.3,0.322,2.2,0.196,0.02,52.8,,762.74,4985,4.63,-0.592,0.78,0.74,-0.04,4.68
2460,Kepler-241,Kepler-241 b,2014,12.718092,0.094,,6.04,0.019,2.33,0.208,0.021,2.62,,609.86,4699,4.63,-0.607,0.74,0.67,-0.12,3.47
2461,Kepler-241,Kepler-241 c,2014,36.065978,0.189,,7.13,0.0224,2.57,0.229,0.024,2.31,,609.86,4699,4.63,-0.607,0.74,0.67,-0.12,3.47
2462,Kepler-242,Kepler-242 b,2014,8.20395,0.075,,7.32,0.023,2.61,0.233,0.024,2.26,,610.6,5020,4.49,-0.642,0.81,0.85,0.01,4.37
2463,Kepler-242,Kepler-242 c,2014,14.496481,0.109,,4.66,0.0147,2,0.178,0.018,3.2,,610.6,5020,4.49,-0.642,0.81,0.85,0.01,4.37
2464,Kepler-243,Kepler-243 b,2014,5.715442,0.062,,6.57,0.0207,2.45,0.219,0.022,2.45,,707.94,5228,4.57,-0.398,0.83,0.84,0.01,4.79
2465,Kepler-243,Kepler-243 c,2014,20.026218,0.142,,4.62,0.0145,1.99,0.178,0.018,3.22,,707.94,5228,4.57,-0.398,0.83,0.84,0.01,4.79
2466,Kepler-244,Kepler-244 b,2014,4.311792,0.05,,8.05,0.0253,2.76,0.246,0.025,2.1,,1067.62,5554,4.58,-0.273,0.82,0.8,-0.17,4.79
2467,Kepler-244,Kepler-244 c,2014,9.767292,0.087,,4.86,0.0153,2.05,0.183,0.019,3.1,,1067.62,5554,4.58,-0.273,0.82,0.8,-0.17,4.79
2468,Kepler-244,Kepler-244 d,2014,20.050401,0.14,,15.2,0.048,2.31,0.206,0.021,6.78,,1067.62,5554,4.58,-0.273,0.82,0.8,-0.17,4.79
2469,Kepler-245,Kepler-245 b,2014,7.49019,0.071,,7.13,0.0224,2.57,0.229,0.024,2.31,,882.65,5100,4.56,-0.426,0.86,0.8,0.05,3.63
2470,Kepler-245,Kepler-245 c,2014,17.460812,0.124,,225.6,0.71,2.18,0.194,0.02,120,,882.65,5100,4.56,-0.426,0.86,0.8,0.05,3.63
2471,Kepler-245,Kepler-245 d,2014,36.277108,0.202,,21.6,0.068,3.03,0.27,0.028,4.27,,882.65,5100,4.56,-0.426,0.86,0.8,0.05,3.63
2472,Kepler-245,Kepler-245 e,2016,3.21982106,,,3.71,0.0117,1.75,0.156,0.016,3.8,,882.65,5100,4.56,-0.426,0.86,0.8,0.05,3.63
2473,Kepler-246,Kepler-246 b,2014,4.60182,0.052,,6.08,0.0191,2.34,0.209,0.021,2.61,,637.44,5206,4.56,-0.49,0.9,0.83,0.01,4.57
2474,Kepler-246,Kepler-246 c,2014,11.187161,0.095,,2.86,0.00899,1.5,0.134,0.014,4.66,,637.44,5206,4.56,-0.49,0.9,0.83,0.01,4.57
2475,Kepler-247,Kepler-247 b,2014,3.33616,0.042,,3.33,0.0105,1.64,0.146,0.015,4.15,,676.38,5100,4.61,-0.441,0.84,0.77,0.05,4.27
2476,Kepler-247,Kepler-247 c,2014,9.439452,0.084,,15.7,0.0494,4.09,0.365,0.037,1.26,,676.38,5100,4.61,-0.441,0.84,0.77,0.05,4.27
2477,Kepler-247,Kepler-247 d,2014,20.477912,0.14,,14.7,0.0463,3.94,0.352,0.036,1.32,,676.38,5100,4.61,-0.441,0.84,0.77,0.05,4.27
2478,Kepler-248,Kepler-248 b,2014,6.308205,0.066,,9.38,0.0295,3.02,0.269,0.028,1.87,,754.65,5190,4.57,-0.424,0.9,0.83,0.2,2.34
2479,Kepler-248,Kepler-248 c,2014,16.239494,0.123,,15.6,0.049,4.07,0.363,0.037,1.27,,754.65,5190,4.57,-0.424,0.9,0.83,0.2,2.34
2480,Kepler-249,Kepler-249 b,2014,3.306539,0.035,,1.32,0.00416,1.09,0.097,0.01,5.6,562,191.44,3568,4.78,-1.308,0.4,0.48,-0.34,3.09
2481,Kepler-249,Kepler-249 c,2014,7.113702,0.058,,2.89,0.00909,1.51,0.135,0.014,4.61,435,191.44,3568,4.78,-1.308,0.4,0.48,-0.34,3.09
2482,Kepler-249,Kepler-249 d,2014,15.368459,0.097,,3.09,0.00972,1.57,0.14,0.014,4.39,336,191.44,3568,4.78,-1.308,0.4,0.48,-0.34,3.09
2483,Kepler-25,Kepler-25 b,2011,6.238297,0.068,0.0029,8.7,0.0275,2.748,0.245,0.025,2.32,,244.96,6270,4.28,0.391,1.19,1.31,-0.04,11
2484,Kepler-25,Kepler-25 c,2011,12.7207,0.11,0.0061,15.2,0.0479,5.217,0.465,0.048,0.588,,244.96,6270,4.28,0.391,1.19,1.31,-0.04,11
2485,Kepler-25,Kepler-25 d,2014,122.4,,0.13,71.9,0.226,10,0.894,0.092,0.395,,244.96,6270,4.28,0.391,1.19,1.31,-0.04,11
2486,Kepler-250,Kepler-250 b,2014,4.148141,0.048,,1.51,0.00474,1.13,0.101,0.01,5.75,,777.31,5160,4.57,-0.467,0.83,0.81,0.02,5.13
2487,Kepler-250,Kepler-250 c,2014,7.156804,0.069,,5.82,0.0183,2.28,0.203,0.021,2.7,,777.31,5160,4.57,-0.467,0.83,0.81,0.02,5.13
2488,Kepler-250,Kepler-250 d,2014,17.648312,0.127,,5.39,0.017,2.18,0.194,0.02,2.86,,777.31,5160,4.57,-0.467,0.83,0.81,0.02,5.13
2489,Kepler-251,Kepler-251 b,2014,4.790936,0.053,,2.33,0.00733,1.33,0.119,0.012,5.44,,948.98,5526,4.49,-0.237,0.95,0.89,-0.02,3.63
2490,Kepler-251,Kepler-251 c,2014,16.514043,0.122,,8.1,0.0255,2.77,0.247,0.025,2.09,,948.98,5526,4.49,-0.237,0.95,0.89,-0.02,3.63
2491,Kepler-251,Kepler-251 d,2014,30.133001,0.182,,8.1,0.0255,2.77,0.247,0.025,2.09,,948.98,5526,4.49,-0.237,0.95,0.89,-0.02,3.63
2492,Kepler-251,Kepler-251 e,2014,99.640161,0.404,,8.1,0.0255,2.77,0.247,0.025,2.09,,948.98,5526,4.49,-0.237,0.95,0.89,-0.02,3.63
2493,Kepler-252,Kepler-252 b,2014,6.668391,0.058,,2.04,0.00642,1.23,0.11,0.011,6.02,,383.59,4208,4.72,-0.837,0.7,0.55,-0.13,3.47
2494,Kepler-252,Kepler-252 c,2014,10.848463,0.08,,5.27,0.0166,2.15,0.192,0.02,2.91,501,383.59,4208,4.72,-0.837,0.7,0.55,-0.13,3.47
2495,Kepler-253,Kepler-253 b,2014,3.783986,0.046,,3.29,0.0104,1.63,0.145,0.015,4.17,,858.93,5208,4.59,-0.417,0.85,0.79,0.03,4.57
2496,Kepler-253,Kepler-253 c,2014,10.281951,0.089,,7.51,0.0236,2.65,0.236,0.024,2.22,,858.93,5208,4.59,-0.417,0.85,0.79,0.03,4.57
2497,Kepler-253,Kepler-253 d,2014,18.119869,0.13,,10.2,0.032,3.17,0.283,0.029,1.76,,858.93,5208,4.59,-0.417,0.85,0.79,0.03,4.57
2498,Kepler-254,Kepler-254 b,2014,5.826662,0.064,,14.3,0.0449,3.87,0.345,0.035,1.36,,1446.45,5957,4.52,-0.131,0.93,0.91,-0.06,3.98
2499,Kepler-254,Kepler-254 c,2014,12.412183,0.105,,3.2,0.01,2.15,0.192,0.02,1.77,,1446.45,5957,4.52,-0.131,0.93,0.91,-0.06,3.98
2500,Kepler-254,Kepler-254 d,2014,18.746477,0.139,,6.8,0.0214,2.5,0.223,0.023,2.39,,1446.45,5957,4.52,-0.131,0.93,0.91,-0.06,3.98
2501,Kepler-255,Kepler-255 b,2014,5.714606,0.063,,3.02,0.00951,1.55,0.138,0.014,4.46,,1084.5,5573,4.52,-0.229,0.9,0.93,0.02,4.37
2502,Kepler-255,Kepler-255 c,2014,9.946047,0.092,,9.22,0.029,2.99,0.267,0.027,1.9,,1084.5,5573,4.52,-0.229,0.9,0.93,0.02,4.37
2503,Kepler-255,Kepler-255 d,2016,1.04562266,,,2.3,0.00724,1.32,0.118,0.012,5.5,,1084.5,5573,4.52,-0.229,0.9,0.93,0.02,4.37
2504,Kepler-256,Kepler-256 b,2014,1.620493,0.027,,3.15,0.00993,1.59,0.142,0.015,4.31,,1057.36,5551,4.22,-0.072,0.97,1.3,0.12,9.55
2505,Kepler-256,Kepler-256 c,2014,3.38802,0.045,,5.27,0.0166,2.15,0.192,0.02,2.91,,1057.36,5551,4.22,-0.072,0.97,1.3,0.12,9.55
2506,Kepler-256,Kepler-256 d,2014,5.839172,0.064,,6.71,0.0211,2.48,0.221,0.023,2.42,,1057.36,5551,4.22,-0.072,0.97,1.3,0.12,9.55
2507,Kepler-256,Kepler-256 e,2014,10.681572,0.096,,6.12,0.0193,2.35,0.21,0.022,2.59,,1057.36,5551,4.22,-0.072,0.97,1.3,0.12,9.55
2508,Kepler-257,Kepler-257 b,2014,2.382667,0.034,,7.32,0.023,2.61,0.233,0.024,2.26,,797.75,5180,4.36,-0.438,0.85,1.04,0.04,4.79
2509,Kepler-257,Kepler-257 c,2014,6.581484,0.066,,25.2,0.0794,5.41,0.483,0.05,0.875,,797.75,5180,4.36,-0.438,0.85,1.04,0.04,4.79
2510,Kepler-257,Kepler-257 d,2014,24.664551,0.16,,21.7,0.0683,4.95,0.442,0.045,0.983,,797.75,5180,4.36,-0.438,0.85,1.04,0.04,4.79
2511,Kepler-258,Kepler-258 b,2014,13.19722,0.103,,15.5,0.0488,4.06,0.362,0.037,1.27,,585.6,4942,4.44,-0.625,0.82,0.92,0.1,3.63
2512,Kepler-258,Kepler-258 c,2014,33.653079,0.193,,12.7,0.0399,3.61,0.322,0.033,1.48,,585.6,4942,4.44,-0.625,0.82,0.92,0.1,3.63
2513,Kepler-259,Kepler-259 b,2014,8.115317,0.079,,8.25,0.0259,2.8,0.25,0.026,2.07,,1031.58,5938,4.53,-0.156,0.93,0.9,-0.03,4.47
2514,Kepler-259,Kepler-259 c,2014,36.924931,0.217,,7.75,0.0244,2.7,0.241,0.025,2.16,,1031.58,5938,4.53,-0.156,0.93,0.9,-0.03,4.47
2515,Kepler-26,Kepler-26 b,2011,12.28,0.08551,,5.12,0.01611,2.78,0.248,0.025,1.26,427,338.55,3914,4.68,-1.033,0.54,0.51,-0.13,2.95
2516,Kepler-26,Kepler-26 c,2011,17.2559,0.10725,,6.2,0.01951,2.72,0.243,0.025,1.61,381,338.55,3914,4.68,-1.033,0.54,0.51,-0.13,2.95
2517,Kepler-26,Kepler-26 d,2014,3.543919,0.039,,1.24,0.0039,1.07,0.095,0.01,5.56,646,338.55,3914,4.68,-1.033,0.54,0.51,-0.13,2.95
2518,Kepler-26,Kepler-26 e,2014,46.827915,0.22,,6.39,0.0201,2.41,0.215,0.022,2.51,,338.55,3914,4.68,-1.033,0.54,0.51,-0.13,2.95
2519,Kepler-260,Kepler-260 b,2014,8.187399,0.075,,4.7,0.0148,2.01,0.179,0.018,3.18,,638.85,5250,4.49,-0.152,0.92,0.86,0.03,4.47
2520,Kepler-260,Kepler-260 c,2014,76.050178,0.332,,3.68,0.0116,1.74,0.155,0.016,3.84,,638.85,5250,4.49,-0.152,0.92,0.86,0.03,4.47
2521,Kepler-261,Kepler-261 b,2014,10.381227,0.088,,5.39,0.017,2.18,0.194,0.02,2.86,,320.43,5098,4.56,-0.478,0.85,0.79,0.04,3.98
2522,Kepler-261,Kepler-261 c,2014,24.570858,0.156,,4.66,0.0147,2,0.178,0.018,3.2,,320.43,5098,4.56,-0.478,0.85,0.79,0.04,3.98
2523,Kepler-262,Kepler-262 b,2014,13.060855,0.108,,2.42,0.00761,1.36,0.121,0.013,5.29,,624.08,5841,4.54,-0.226,1.03,0.88,0,3.55
2524,Kepler-262,Kepler-262 c,2014,21.853722,0.152,,3.33,0.0105,1.64,0.146,0.015,4.15,,624.08,5841,4.54,-0.226,1.03,0.88,0,3.55
2525,Kepler-263,Kepler-263 b,2014,16.568087,0.12,,7.61,0.0239,2.67,0.238,0.025,2.2,,771.09,5265,4.58,-0.476,0.89,0.79,0.02,4.27
2526,Kepler-263,Kepler-263 c,2014,47.332773,0.242,,6.66,0.021,2.47,0.22,0.023,2.43,,771.09,5265,4.58,-0.476,0.89,0.79,0.02,4.27
2527,Kepler-264,Kepler-264 b,2014,40.806231,0.249,,11.1,0.0348,3.33,0.297,0.03,1.65,,968.15,6158,4.15,0.638,1.46,1.55,0.2,2.57
2528,Kepler-264,Kepler-264 c,2014,140.101261,0.566,,8.4,0.0264,2.83,0.252,0.026,2.04,,968.15,6158,4.15,0.638,1.46,1.55,0.2,2.57
2529,Kepler-265,Kepler-265 b,2014,6.846262,0.069,,4.12,0.013,1.86,0.166,0.017,3.52,,1328.21,5835,4.33,-0.022,0.98,1.1,-0.14,5.25
2530,Kepler-265,Kepler-265 c,2014,17.028937,0.127,,7.41,0.0233,2.63,0.235,0.024,2.24,,1328.21,5835,4.33,-0.022,0.98,1.1,-0.14,5.25
2531,Kepler-265,Kepler-265 d,2014,43.130617,0.236,,6.76,0.0213,2.49,0.222,0.023,2.41,,1328.21,5835,4.33,-0.022,0.98,1.1,-0.14,5.25
2532,Kepler-265,Kepler-265 e,2014,67.831024,0.319,,7.22,0.0227,2.59,0.231,0.024,2.28,,1328.21,5835,4.33,-0.022,0.98,1.1,-0.14,5.25
2533,Kepler-266,Kepler-266 b,2014,6.61833,0.071,,6.71,0.0211,2.48,0.221,0.023,2.42,,1425.27,5885,4.45,-0.033,0.91,1.03,-0.05,4.79
2534,Kepler-266,Kepler-266 c,2014,107.723601,0.457,,14.4,0.0453,3.89,0.347,0.036,1.34,,1425.27,5885,4.45,-0.033,0.91,1.03,-0.05,4.79
2535,Kepler-267,Kepler-267 b,2014,3.353728,0.037,,37.9,0.119,1.98,0.177,0.018,26.8,617,267,4258,4.73,-1.212,0.56,0.56,-0.18,3.31
2536,Kepler-267,Kepler-267 c,2014,6.87745,0.06,,5.18,0.0163,2.13,0.19,0.019,2.95,,267,4258,4.73,-1.212,0.56,0.56,-0.18,3.31
2537,Kepler-267,Kepler-267 d,2014,28.464515,0.154,,5.77,0.0182,2.27,0.203,0.021,2.71,,267,4258,4.73,-1.212,0.56,0.56,-0.18,3.31
2538,Kepler-268,Kepler-268 b,2014,25.934138,0.18,,7.04,0.0221,2.55,0.227,0.023,2.33,,873.21,6081,4.29,0.284,1.13,1.27,0.06,3.8
2539,Kepler-268,Kepler-268 c,2014,83.446393,0.391,,11.4,0.0357,3.38,0.302,0.031,1.62,,873.21,6081,4.29,0.284,1.13,1.27,0.06,3.8
2540,Kepler-269,Kepler-269 b,2014,5.326718,0.061,,6.66,0.021,2.47,0.22,0.023,2.43,,2418.83,5847,4.5,0.37,0.92,0.96,0.02,4.57
2541,Kepler-269,Kepler-269 c,2014,8.127899,0.081,,3.5,0.011,1.69,0.151,0.015,3.98,,2418.83,5847,4.5,0.37,0.92,0.96,0.02,4.57
2542,Kepler-27,Kepler-27 b,2011,15.3348,0.118,,2895.31,9.11,4,0.357,0.037,,,1075.1,5400,5.4,-0.354,0.65,0.59,0.41,1.62
2543,Kepler-27,Kepler-27 c,2011,31.3309,0.191,,4385.87,13.8,4.9,0.437,0.045,,,1075.1,5400,5.4,-0.354,0.65,0.59,0.41,1.62
2544,Kepler-270,Kepler-270 b,2014,11.476094,0.107,,4.7,0.0148,2.01,0.179,0.018,3.18,,975.46,6067,4.2,0.3,1.17,1.46,0.07,3.72
2545,Kepler-270,Kepler-270 c,2014,25.262887,0.18,,3.78,0.0119,1.77,0.158,0.016,3.75,,975.46,6067,4.2,0.3,1.17,1.46,0.07,3.72
2546,Kepler-271,Kepler-271 b,2014,10.43547805,0.056,,2.04,0.00642,1.23,0.11,0.011,6.02,,418,5555,4.52,-0.259,0.9,0.87,-0.13,4.57
2547,Kepler-271,Kepler-271 c,2014,7.41086267,0.071,,0.809,0.00254,0.95,0.085,0.009,5.18,,418,5555,4.52,-0.259,0.9,0.87,-0.13,4.57
2548,Kepler-271,Kepler-271 d,2016,5.24972541,,,0.219,0.00069,0.66,0.059,0.006,4.19,,418,5555,4.52,-0.259,0.9,0.87,-0.13,4.57
2549,Kepler-272,Kepler-272 b,2014,2.971353,0.038,,78,0.245,1.43,0.128,0.013,147,,912.85,5297,4.43,-0.027,0.97,0.93,0.1,4.9
2550,Kepler-272,Kepler-272 c,2014,6.057342,0.061,,97.8,0.308,1.79,0.16,0.016,93.7,,912.85,5297,4.43,-0.027,0.97,0.93,0.1,4.9
2551,Kepler-272,Kepler-272 d,2014,10.937304,0.091,,5.69,0.0179,2.25,0.201,0.021,2.74,,912.85,5297,4.43,-0.027,0.97,0.93,0.1,4.9
2552,Kepler-273,Kepler-273 b,2014,2.936532,0.037,,2.86,0.00899,1.5,0.134,0.014,4.66,,728.85,5626,4.51,-0.372,0.94,0.81,0.01,4.68
2553,Kepler-273,Kepler-273 c,2014,8.014927,0.073,,4.58,0.0144,1.98,0.177,0.018,3.24,,728.85,5626,4.51,-0.372,0.94,0.81,0.01,4.68
2554,Kepler-274,Kepler-274 b,2014,11.634788,0.101,,2.99,0.0094,1.54,0.137,0.014,4.5,,1385.51,6023,4.44,0.159,1.08,1.01,0.07,3.63
2555,Kepler-274,Kepler-274 c,2014,33.197861,0.204,,4.04,0.0127,1.84,0.164,0.017,3.56,,1385.51,6023,4.44,0.159,1.08,1.01,0.07,3.63
2556,Kepler-275,Kepler-275 b,2014,10.300682,0.098,,6.08,0.0191,2.34,0.209,0.021,2.61,,2155.2,6165,4.23,0.421,1.16,1.38,0,3.31
2557,Kepler-275,Kepler-275 c,2014,16.088134,0.132,,11.4,0.0357,3.38,0.302,0.031,1.62,,2155.2,6165,4.23,0.421,1.16,1.38,0,3.31
2558,Kepler-275,Kepler-275 d,2014,35.676062,0.224,,11.1,0.0348,3.33,0.297,0.03,1.65,,2155.2,6165,4.23,0.421,1.16,1.38,0,3.31
2559,Kepler-276,Kepler-276 b,2014,14.12841,0.119,,8.6,0.0271,2.87,0.256,0.026,2,,1181.73,6105,4.45,-0.117,1.02,1.05,0.02,3.8
2560,Kepler-276,Kepler-276 c,2013,31.884,,,16.6,0.052,2.9,0.259,0.027,3.74,,1181.73,6105,4.45,-0.117,1.02,1.05,0.02,3.8
2561,Kepler-276,Kepler-276 d,2013,48.648,,,16.3,0.051,2.8,0.25,0.026,4.08,,1181.73,6105,4.45,-0.117,1.02,1.05,0.02,3.8
2562,Kepler-277,Kepler-277 b,2013,17.324,,,87.3,0.275,2.92,0.261,0.027,19.3,,1004.88,5946,4.08,0.516,1.21,1.65,0.1,4.07
2563,Kepler-277,Kepler-277 c,2013,33.006,,,64.2,0.202,3.36,0.3,0.031,9.3,,1004.88,5946,4.08,0.516,1.21,1.65,0.1,4.07
2564,Kepler-278,Kepler-278 b,2014,30.160546,0.207,0.04,15.6,0.049,4.07,0.363,0.037,1.27,,448.65,4991,3.62,0.62,1.3,2.94,0.19,7.76
2565,Kepler-278,Kepler-278 c,2014,51.078775,0.294,0.51,12.6,0.0396,3.59,0.32,0.033,1.5,,448.65,4991,3.62,0.62,1.3,2.94,0.19,7.76
2566,Kepler-279,Kepler-279 b,2014,12.309681,0.112,,12.8,0.0401,3.62,0.323,0.033,1.48,,1069.2,6363,4.05,0.487,1.2,1.75,-0.04,2.57
2567,Kepler-279,Kepler-279 c,2013,35.736,,,49.4,0.155,4.3,0.384,0.039,0.3,,1069.2,6363,4.05,0.487,1.2,1.75,-0.04,2.57
2568,Kepler-279,Kepler-279 d,2013,54.414,,,37.5,0.118,3.1,0.277,0.028,0.3,,1069.2,6363,4.05,0.487,1.2,1.75,-0.04,2.57
2569,Kepler-28,Kepler-28 b,2011,5.9123,0.062,,479.9,1.51,3.6,0.321,0.033,,583,443.92,4590,4.29,-0.725,0.75,0.7,0.34,2.24
2570,Kepler-28,Kepler-28 c,2011,8.9858,0.081,,432.23,1.36,3.4,0.303,0.031,,507,443.92,4590,4.29,-0.725,0.75,0.7,0.34,2.24
2571,Kepler-280,Kepler-280 b,2014,2.139542,0.032,,2.7,0.00849,1.45,0.129,0.013,4.87,,798.21,5744,4.54,-0.091,0.96,0.89,0,4.27
2572,Kepler-280,Kepler-280 c,2014,4.807091,0.056,,4.7,0.0148,2.01,0.179,0.018,3.18,,798.21,5744,4.54,-0.091,0.96,0.89,0,4.27
2573,Kepler-281,Kepler-281 b,2014,14.646008,0.117,,8.35,0.0263,2.82,0.252,0.026,2.05,,1835,5723,4.53,0.119,0.95,0.9,0.02,4.68
2574,Kepler-281,Kepler-281 c,2014,36.337373,0.215,,24.4,0.0769,5.31,0.474,0.049,0.896,,1835,5723,4.53,0.119,0.95,0.9,0.02,4.68
2575,Kepler-282,Kepler-282 b,2014,9.220524,0.082,,1.01,0.00317,1.01,0.09,0.009,5.39,,1390.97,5602,4.46,0.085,0.9,0.9,-0.25,5.25
2576,Kepler-282,Kepler-282 c,2014,13.638723,0.106,,1.87,0.00588,1.2,0.107,0.011,5.95,,1390.97,5602,4.46,0.085,0.9,0.9,-0.25,5.25
2577,Kepler-282,Kepler-282 d,2013,24.806,,,61,0.192,2.46,0.219,0.023,22.5,,1390.97,5602,4.46,0.085,0.9,0.9,-0.25,5.25
2578,Kepler-282,Kepler-282 e,2013,44.347,,,56.2,0.177,3.1,0.277,0.028,10.4,,1390.97,5602,4.46,0.085,0.9,0.9,-0.25,5.25
2579,Kepler-283,Kepler-283 b,2014,11.008151,0.082,,5.18,0.0163,2.13,0.19,0.019,2.95,651,474.33,4351,4.72,-0.98,0.63,0.57,-0.17,3.09
2580,Kepler-283,Kepler-283 c,2014,92.743711,0.341,,3.97,0.0125,1.82,0.162,0.017,3.62,,474.33,4351,4.72,-0.98,0.63,0.57,-0.17,3.09
2581,Kepler-284,Kepler-284 b,2014,12.699149,0.104,,5.65,0.0178,2.24,0.2,0.021,2.76,,1062.79,5615,4.58,-0.366,0.91,0.81,-0.02,4.47
2582,Kepler-284,Kepler-284 c,2014,37.514456,0.213,,7.32,0.023,2.61,0.233,0.024,2.26,,1062.79,5615,4.58,-0.366,0.91,0.81,-0.02,4.47
2583,Kepler-285,Kepler-285 b,2014,2.633867,0.036,,2.36,0.00742,1.34,0.12,0.012,5.39,,844.17,5411,4.58,-0.304,0.85,0.81,-0.1,4.17
2584,Kepler-285,Kepler-285 c,2014,6.186676,0.064,,1.46,0.00459,1.12,0.1,0.01,5.71,,844.17,5411,4.58,-0.304,0.85,0.81,-0.1,4.17
2585,Kepler-286,Kepler-286 b,2014,1.796302,0.027,,2.07,0.00651,1.24,0.111,0.011,5.97,,1266.68,5580,4.5,-0.116,0.96,0.86,-0.12,2.75
2586,Kepler-286,Kepler-286 c,2014,3.468095,0.042,,2.45,0.00771,1.37,0.122,0.013,5.24,,1266.68,5580,4.5,-0.116,0.96,0.86,-0.12,2.75
2587,Kepler-286,Kepler-286 d,2014,5.914323,0.061,,2.33,0.00733,1.33,0.119,0.012,5.44,,1266.68,5580,4.5,-0.116,0.96,0.86,-0.12,2.75
2588,Kepler-286,Kepler-286 e,2014,29.221289,0.176,,3.78,0.0119,1.77,0.158,0.016,3.75,,1266.68,5580,4.5,-0.116,0.96,0.86,-0.12,2.75
2589,Kepler-287,Kepler-287 b,2014,20.342199,0.145,,6.04,0.019,2.33,0.208,0.021,2.62,,856.33,5806,4.4,-0.147,0.97,1.03,0.04,4.57
2590,Kepler-287,Kepler-287 c,2014,44.851896,0.246,,10.7,0.0336,3.26,0.291,0.03,1.7,,856.33,5806,4.4,-0.147,0.97,1.03,0.04,4.57
2591,Kepler-288,Kepler-288 b,2014,6.097326,0.065,,3.43,0.0108,1.67,0.149,0.015,4.05,,1236.21,5918,4.35,0.008,1.03,1.09,0.06,3.72
2592,Kepler-288,Kepler-288 c,2014,19.305772,0.14,,8.5,0.0267,2.85,0.254,0.026,2.02,,1236.21,5918,4.35,0.008,1.03,1.09,0.06,3.72
2593,Kepler-288,Kepler-288 d,2014,56.633742,0.287,,7.61,0.0239,2.67,0.238,0.025,2.2,,1236.21,5918,4.35,0.008,1.03,1.09,0.06,3.72
2594,Kepler-289,Kepler-289 b,2014,34.545,0.21,,7.3,0.023,2.15,0.192,0.02,4.1,,700,5990,4.47,0.061,1.08,1,0.05,0.65
2595,Kepler-289,Kepler-289 c,2014,125.8518,0.51,,132,0.42,11.59,1.034,0.106,0.47,,700,5990,4.47,0.061,1.08,1,0.05,0.65
2596,Kepler-289,Kepler-289 d,2014,66.0634,0.33,,4,0.013,2.68,0.239,0.025,1.2,,700,5990,4.47,0.061,1.08,1,0.05,0.65
2597,Kepler-29,Kepler-29 b,2011,10.3384,0.09,,4.51,0.01419,3.35,0.299,0.031,0.65,,851.9,5701,5,-0.369,0.98,0.93,-0.04,
2598,Kepler-29,Kepler-29 c,2011,13.2884,0.11,,4,0.01259,3.14,0.28,0.029,0.7,,851.9,5701,5,-0.369,0.98,0.93,-0.04,
2599,Kepler-290,Kepler-290 b,2014,14.589347,0.11,,5.69,0.0179,2.25,0.201,0.021,2.74,,708.55,5147,4.62,-0.615,0.79,0.74,-0.06,4.47
2600,Kepler-290,Kepler-290 c,2014,36.77031,0.205,,7.75,0.0244,2.7,0.241,0.025,2.16,,708.55,5147,4.62,-0.615,0.79,0.74,-0.06,4.47
2601,Kepler-291,Kepler-291 b,2014,3.546511,0.047,,5.31,0.0167,2.16,0.193,0.02,2.9,,1884.37,6002,4.47,0.078,0.9,1.02,-0.11,4.37
2602,Kepler-291,Kepler-291 c,2014,5.700786,0.065,,4.19,0.0132,1.88,0.168,0.017,3.47,,1884.37,6002,4.47,0.078,0.9,1.02,-0.11,4.37
