hostname,letter,name,discmethod,disc,orbper,bmasse,rade,dens,ra,dec,dist,optmag,optmagband,nirmag,nirmagerr,teff,logg,lum,mass,rad,age
GJ 163,b,GJ 163 b,Radial Velocity,2013,8.63182,10.6,3.25,1.7,62.315273,-53.373699,15.14,11.81,V (Johnson),7.135,0.021,3500,,-1.708,0.4,0.43,6
GJ 163,c,GJ 163 c,Radial Velocity,2013,25.63058,6.8,2.5,2.39,62.315273,-53.373699,15.14,11.81,V (Johnson),7.135,0.021,3500,,-1.708,0.4,0.43,6
GJ 163,d,GJ 163 d,Radial Velocity,2013,603.95116,29.4,5.92,0.779,62.315273,-53.373699,15.14,11.81,V (Johnson),7.135,0.021,3500,,-1.708,0.4,0.43,6
GJ 179,b,GJ 179 b,Radial Velocity,2009,2288,260.61,13.9,0.533,73.023865,6.476539,12.36,12,V (Johnson),6.942,0.018,3370,4.83,-1.796,0.36,0.38,
GJ 180,b,GJ 180 b,Radial Velocity,2014,17.38,8.3,2.81,2.06,73.458252,-17.773418,11.94,10.91,V (Johnson),6.598,0.021,3371,,-1.886,0.43,0.42,
GJ 180,c,GJ 180 c,Radial Velocity,2014,24.329,6.4,2.41,2.51,73.458252,-17.773418,11.94,10.91,V (Johnson),6.598,0.021,3371,,-1.886,0.43,0.42,
GJ 229,b,GJ 229 b,Radial Velocity,2014,471,32,6.22,0.731,92.644234,-21.864643,5.76,8.14,V (Johnson),4.166,0.232,3564,4.81,-1.553,0.58,0.46,0.4
GJ 27.1,b,GJ 27.1 b,Radial Velocity,2014,15.819,13,3.66,1.46,9.995098,-44.25322,23.62,11.42,V (Johnson),7.394,0.029,3542,,-1.585,0.53,0.54,
GJ 273,b,GJ 273 b,Radial Velocity,2017,18.6498,2.89,1.51,4.61,111.852081,5.225785,3.8,9.872,V (Johnson),4.857,0.022,3382,,-2.056,0.29,0.29,
GJ 273,c,GJ 273 c,Radial Velocity,2017,4.7234,1.18,1.06,5.44,111.852081,5.225785,3.8,9.872,V (Johnson),4.857,0.022,3382,,-2.056,0.29,0.29,
GJ 3021,b,GJ 3021 b,Radial Velocity,2000,133.71,1071.04,13.1,2.62,4.052823,-79.851181,17.56,6.59,V (Johnson),4.859,0.022,5540,4.7,-0.18,0.9,0.9,0.37
GJ 3138,b,GJ 3138 b,Radial Velocity,2017,1.22003,1.78,1.18,5.95,32.295425,-16.339592,28.49,10.98,V (Johnson),7.246,0.016,3717,,-1.347,0.68,0.5,
GJ 3138,c,GJ 3138 c,Radial Velocity,2017,5.974,4.18,1.88,3.46,32.295425,-16.339592,28.49,10.98,V (Johnson),7.246,0.016,3717,,-1.347,0.68,0.5,
GJ 3138,d,GJ 3138 d,Radial Velocity,2017,257.8,10.5,3.23,1.71,32.295425,-16.339592,28.49,10.98,V (Johnson),7.246,0.016,3717,,-1.347,0.68,0.5,
GJ 317,b,GJ 317 b,Radial Velocity,2007,692,794.5,13.3,1.86,130.24673,-23.456289,15.1,11.97,V (Johnson),7.028,0.02,3510,,,0.42,,5
GJ 317,c,GJ 317 c,Radial Velocity,2018,5312,489.4582,13.5,1.09,130.24673,-23.456289,15.1,11.97,V (Johnson),7.028,0.02,3510,,,0.42,,5
GJ 328,b,GJ 328 b,Radial Velocity,2013,4100,731,13.3,1.71,133.781754,1.546508,20.54,9.97,V (Johnson),6.352,0.026,3900,,-0.993,0.69,0.67,
GJ 3293,b,GJ 3293 b,Radial Velocity,2015,30.5987,23.54,5.19,0.925,67.14882,-25.169301,20.2,11.962,V (Johnson),7.486,0.033,3466,,-1.658,0.42,0.4,
GJ 3293,c,GJ 3293 c,Radial Velocity,2015,122.6196,21.09,4.87,1,67.14882,-25.169301,20.2,11.962,V (Johnson),7.486,0.033,3466,,-1.658,0.42,0.4,
GJ 3293,d,GJ 3293 d,Radial Velocity,2017,48.1345,7.6,2.67,2.19,67.14882,-25.169301,20.2,11.962,V (Johnson),7.486,0.033,3466,,-1.658,0.42,0.4,
GJ 3293,e,GJ 3293 e,Radial Velocity,2017,13.2543,3.28,1.63,4.16,67.14882,-25.169301,20.2,11.962,V (Johnson),7.486,0.033,3466,,-1.658,0.42,0.4,
GJ 3323,b,GJ 3323 b,Radial Velocity,2017,5.3636,2.02,1.23,5.96,75.48928,-6.946263,5.32,12.22,V (Johnson),6.736,0.024,3159,,-2.569,0.16,0.12,
GJ 3323,c,GJ 3323 c,Radial Velocity,2017,40.54,2.31,1.32,5.52,75.48928,-6.946263,5.32,12.22,V (Johnson),6.736,0.024,3159,,-2.569,0.16,0.12,
GJ 3341,b,GJ 3341 b,Radial Velocity,2015,14.207,6.6,2.46,2.44,78.944663,-31.295951,23.16,12.08,V (Johnson),7.733,0.022,3526,,-1.538,0.47,0.44,
GJ 3470,b,GJ 3470 b,Radial Velocity,2012,3.3366496,13.9,4.57,0.8,119.774349,15.391492,29.45,12.33,V (Johnson),7.989,0.022,3600,4.7,-1.538,0.54,0.55,1.65
GJ 3512,b,GJ 3512 b,Radial Velocity,2019,203.59,147.15529,14.3,0.277,130.333891,59.497391,9.49,15.05,V (Johnson),8.668,0.021,3081,,-2.804,0.12,0.14,5.5
GJ 357,b,GJ 357 b,Transit,2019,3.93072,1.84,1.217,5.6,144.006821,-21.660797,9.44,10.92,V (Johnson),6.475,0.017,3505,4.94,-1.798,0.34,0.34,
GJ 357,c,GJ 357 c,Radial Velocity,2019,9.1247,3.4,1.66,4.08,144.006821,-21.660797,9.44,10.92,V (Johnson),6.475,0.017,3505,4.94,-1.798,0.34,0.34,
GJ 357,d,GJ 357 d,Radial Velocity,2019,55.661,6.1,2.34,2.62,144.006821,-21.660797,9.44,10.92,V (Johnson),6.475,0.017,3505,4.94,-1.798,0.34,0.34,
GJ 3634,b,GJ 3634 b,Radial Velocity,2010,2.64561,8.4,2.83,2.04,164.646242,-31.143989,19.8,11.93,V (Johnson),7.47,0.027,3685.02,,-1.699,0.45,0.43,5
GJ 3779,b,GJ 3779 b,Radial Velocity,2018,3.0232,8,2.75,2.11,200.736403,24.467626,13.75,12.96,V (Johnson),7.957,0.033,3324,5.05,-2.062,0.27,0.28,
GJ 3942,b,GJ 3942 b,Radial Velocity,2017,6.905,7.14,2.57,2.31,242.263092,52.943874,16.94,10.25,V (Johnson),6.331,0.018,3867,4.65,-1.12,0.63,0.61,
GJ 3998,b,GJ 3998 b,Radial Velocity,2016,2.64977,2.47,1.38,5.16,259.002655,11.057666,18.16,10.83,V (Johnson),6.816,0.016,3722,4.77,-1.387,0.5,0.49,
GJ 3998,c,GJ 3998 c,Radial Velocity,2016,13.74,6.26,2.38,2.55,259.002655,11.057666,18.16,10.83,V (Johnson),6.816,0.016,3722,4.77,-1.387,0.5,0.49,
GJ 411,b,GJ 411 b,Radial Velocity,2019,12.9532,2.99,1.54,4.5,165.834137,35.969879,2.55,7.49,V (Johnson),3.501,0.352,3563,,-1.658,0.39,0.39,
GJ 422,b,GJ 422 b,Radial Velocity,2014,26.161,9.9,3.12,1.79,169.00087,-57.547668,12.67,11.55,V (Johnson),7.035,0.031,3323,,-1.959,0.35,0.38,
GJ 4276,b,GJ 4276 b,Radial Velocity,2019,13.352,16.57,4.22,1.21,336.321023,59.413835,21.35,11.66,G (Gaia),7.887,0.021,3387,4.97,-1.706,0.41,0.41,6.9
GJ 433,b,GJ 433 b,Radial Velocity,2011,7.3697,5.3,2.16,2.89,173.862289,-32.53997,9.07,9.806,V (Johnson),5.623,0.021,3472,4.81,-1.699,0.48,0.5,
GJ 433,c,GJ 433 c,Radial Velocity,2014,3400,45,7.61,0.561,173.862289,-32.53997,9.07,9.806,V (Johnson),5.623,0.021,3472,4.81,-1.699,0.48,0.5,
GJ 436,b,GJ 436 b,Radial Velocity,2004,2.64388312,22.1,4.17,1.8,175.546219,26.70657,9.76,10.67,V (Johnson),6.073,0.016,3479,4.79,-1.585,0.47,0.46,6
GJ 504,b,GJ 504 b,Imaging,2013,,1271.3,13,3.18,199.193817,9.424156,17.54,5.22,V (Johnson),4.033,0.238,6234,4.6,0.332,1.22,1.26,0.16
GJ 536,b,GJ 536 b,Radial Velocity,2016,8.7076,5.36,2.17,2.88,210.26329,-2.654864,10.41,9.72,V (Johnson),5.683,0.02,3685,4.75,-1.377,0.52,0.5,0.4
GJ 581,b,GJ 581 b,Radial Velocity,2005,5.3686,15.8,4.11,1.25,229.861771,-7.72228,6.3,10.56,V (Johnson),5.837,0.022,3660.26,,-1.886,0.31,0.29,2
GJ 581,c,GJ 581 c,Radial Velocity,2007,12.914,5.5,2.21,2.8,229.861771,-7.72228,6.3,10.56,V (Johnson),5.837,0.022,3660.26,,-1.886,0.31,0.29,2
GJ 581,e,GJ 581 e,Radial Velocity,2009,3.149,1.7,1.17,5.83,229.861771,-7.72228,6.3,10.56,V (Johnson),5.837,0.022,3660.26,,-1.886,0.31,0.29,2
GJ 625,b,GJ 625 b,Radial Velocity,2017,14.628,2.82,1.49,4.68,246.3526,54.304104,6.49,10.1,V (Johnson),5.833,0.024,3499,4.94,-1.894,0.3,0.31,
GJ 649,b,GJ 649 b,Radial Velocity,2009,598.3,104.244,12.5,0.293,254.53688,25.74416,10.38,9.69,V (Johnson),5.624,0.016,3700,4.81,-1.365,0.54,0.46,0.44
GJ 667 C,b,GJ 667 C b,Radial Velocity,2011,7.2004,5.6,2.23,2.77,259.745085,-34.996827,6.8,10.22,V (Johnson),6.036,0.02,3350,4.69,-1.863,0.33,,2
GJ 667 C,c,GJ 667 C c,Radial Velocity,2011,28.14,3.8,1.77,3.77,259.745085,-34.996827,6.8,10.22,V (Johnson),6.036,0.02,3350,4.69,-1.863,0.33,,2
GJ 667 C,e,GJ 667 C e,Radial Velocity,2013,62.24,2.7,1.45,4.87,259.745085,-34.996827,6.8,10.22,V (Johnson),6.036,0.02,3350,4.69,-1.863,0.33,,2
GJ 667 C,f,GJ 667 C f,Radial Velocity,2013,39.026,2.7,1.45,4.87,259.745085,-34.996827,6.8,10.22,V (Johnson),6.036,0.02,3350,4.69,-1.863,0.33,,2
GJ 667 C,g,GJ 667 C g,Radial Velocity,2013,256.2,4.6,1.99,3.21,259.745085,-34.996827,6.8,10.22,V (Johnson),6.036,0.02,3350,4.69,-1.863,0.33,,2
GJ 674,b,GJ 674 b,Radial Velocity,2007,4.6938,11.09,3.33,1.65,262.166443,-46.895191,4.55,9.37,V (Johnson),4.855,0.018,3600,,-1.796,0.35,0.36,0.55
GJ 676 A,b,GJ 676 A b,Radial Velocity,2010,1056.80005,2129.461,12.7,5.71,262.546692,-51.636978,16.03,9.58,V (Johnson),5.825,0.029,3734,4.62,-1.043,0.73,0.69,
GJ 676 A,c,GJ 676 A c,Radial Velocity,2016,7337,2161.244,12.7,5.8,262.546692,-51.636978,16.03,9.58,V (Johnson),5.825,0.029,3734,4.62,-1.043,0.73,0.69,
GJ 676 A,d,GJ 676 A d,Radial Velocity,2012,3.6005,4.4,1.93,3.36,262.546692,-51.636978,16.03,9.58,V (Johnson),5.825,0.029,3734,4.62,-1.043,0.73,0.69,
GJ 676 A,e,GJ 676 A e,Radial Velocity,2012,35.39,8.1,2.77,2.09,262.546692,-51.636978,16.03,9.58,V (Johnson),5.825,0.029,3734,4.62,-1.043,0.73,0.69,
GJ 682,b,GJ 682 b,Radial Velocity,2014,17.478,4.4,1.93,3.36,264.265259,-44.319214,5.01,10.97,V (Johnson),5.606,0.02,3028,,-2.699,0.27,0.34,
GJ 682,c,GJ 682 c,Radial Velocity,2014,57.32,8.7,2.89,1.98,264.265259,-44.319214,5.01,10.97,V (Johnson),5.606,0.02,3028,,-2.699,0.27,0.34,
GJ 685,b,GJ 685 b,Radial Velocity,2019,24.16,9,2.95,1.93,263.893677,61.681564,14.32,9.97,V (Johnson),6.066,0.018,3816,4.72,-1.253,0.55,0.54,
GJ 687,b,GJ 687 b,Radial Velocity,2014,38.14,19.0698,4.59,1.08,264.10791,68.339142,4.55,9.15,V (Johnson),4.548,0.021,3340,4.82,-1.672,0.45,0.43,
GJ 832,b,GJ 832 b,Radial Velocity,2008,3657,216,14,0.433,323.391571,-49.009006,4.97,8.66,V (Johnson),4.501,0.018,3472,4.7,-1.585,0.45,0.45,9.24
GJ 832,c,GJ 832 c,Radial Velocity,2014,35.68,5.4,2.18,2.86,323.391571,-49.009006,4.97,8.66,V (Johnson),4.501,0.018,3472,4.7,-1.585,0.45,0.45,9.24
GJ 849,b,GJ 849 b,Radial Velocity,2006,1882,317.83,13.8,0.665,332.418121,-4.640729,8.8,10.37,V (Johnson),5.594,0.017,3241,4.8,-1.523,0.65,0.53,3
GJ 86,b,GJ 86 b,Radial Velocity,1999,15.76491,1404.8086,12.9,3.6,32.608059,-50.823723,10.79,6.12,V (Johnson),4.125,0.036,5182,4.63,-0.39,0.93,0.77,11.3
GJ 876,b,GJ 876 b,Radial Velocity,1998,61.1166,723.2235,13.3,1.69,343.319733,-14.2637,4.68,10.191,V (Johnson),5.01,0.021,3129,,-1.907,0.32,0.3,1
GJ 876,c,GJ 876 c,Radial Velocity,2000,30.0881,226.9846,14,0.455,343.319733,-14.2637,4.68,10.191,V (Johnson),5.01,0.021,3129,,-1.907,0.32,0.3,1
GJ 876,d,GJ 876 d,Radial Velocity,2005,1.93778,6.83,2.51,2.37,343.319733,-14.2637,4.68,10.191,V (Johnson),5.01,0.021,3129,,-1.907,0.32,0.3,1
GJ 876,e,GJ 876 e,Radial Velocity,2010,124.26,14.6,3.92,1.33,343.319733,-14.2637,4.68,10.191,V (Johnson),5.01,0.021,3129,,-1.907,0.32,0.3,1
GJ 96,b,GJ 96 b,Radial Velocity,2018,73.94,19.66,4.67,1.06,35.561016,47.880028,11.94,9.345,V (Johnson),5.554,0.026,3785,,-1.052,0.6,0.59,
GJ 9827,b,GJ 9827 b,Transit,2017,1.2089819,4.91,1.577,6.93,351.770142,-1.286273,29.69,10.25,V (Johnson),7.193,0.024,4340,4.66,-0.942,0.61,0.6,10
GJ 9827,c,GJ 9827 c,Transit,2017,3.6480957,0.84,1.241,2.42,351.770142,-1.286273,29.69,10.25,V (Johnson),7.193,0.024,4340,4.66,-0.942,0.61,0.6,10
GJ 9827,d,GJ 9827 d,Transit,2017,6.2014698,4.04,2.022,2.69,351.770142,-1.286273,29.69,10.25,V (Johnson),7.193,0.024,4340,4.66,-0.942,0.61,0.6,10
GQ Lup,b,GQ Lup b,Imaging,2004,,6356,33.6,0.921,237.300427,-35.651421,151.82,12.43,V (Johnson),7.096,0.02,4092.57,,-0.072,0.7,1.83,0.001
GSC 06214-00210,b,GSC 06214-00210 b,Imaging,2010,,5000,20.176,3.35,245.47778,-20.719202,145,12.375,V (Johnson),9.152,0.021,4200,,-0.42,0.9,0.74,0.005
GU Psc,b,GU Psc b,Imaging,2014,,3591.3,14.179,6.92,18.146006,17.065475,48,13.55,V (Johnson),9.345,0.013,4031.81,,,0.33,,0.1
Gl 378,b,Gl 378 b,Radial Velocity,2019,3.822,13.02,3.66,1.46,150.590622,48.088806,14.96,10.19,V (Johnson),6.16,0.016,3879,,-1.222,0.56,0.56,
Gl 49,b,Gl 49 b,Radial Velocity,2019,13.8508,5.63,2.24,2.75,15.661943,62.345043,9.86,9.56,V (Johnson),5.371,0.02,3805,4.69,-1.306,0.52,0.51,
Gl 686,b,Gl 686 b,Radial Velocity,2018,15.5314,6.64,2.46,2.45,264.47229,18.591709,8.16,9.577,V (Johnson),5.572,0.02,3663,4.83,-1.553,0.42,0.42,
HAT-P-1,b,HAT-P-1 b,Transit,2006,4.46529976,166.86075,14.785,0.282,344.445104,38.674953,159.71,10.34,V (Johnson),8.858,0.016,5980,4.36,0.209,1.15,1.17,3.6
HAT-P-11,b,HAT-P-11 b,Transit,2008,4.88780244,26.69772,4.36,1.68,297.709351,48.080856,37.81,9.151,G (Gaia),7.009,0.02,4780,4.66,-0.564,0.81,0.68,6.5
HAT-P-11,c,HAT-P-11 c,Radial Velocity,2018,3407,507,13.5,1.13,297.709351,48.080856,37.81,9.151,G (Gaia),7.009,0.02,4780,4.66,-0.564,0.81,0.68,6.5
HAT-P-12,b,HAT-P-12 b,Transit,2009,3.2130598,67.059,10.749,0.3192,209.389489,43.493534,142.5,12.84,V (Johnson),10.108,0.016,4650,4.61,-0.678,0.73,0.7,2.5
HAT-P-13,b,HAT-P-13 b,Transit,2009,2.91625,270.462,14.258,0.362,129.882536,47.352051,214,10.622,V (Johnson),8.975,0.017,5653,4.13,0.346,1.22,1.56,5
HAT-P-13,c,HAT-P-13 c,Radial Velocity,2009,446.27,4538.421,12.3,13.4,129.882536,47.352051,214,10.622,V (Johnson),8.975,0.017,5653,4.13,0.346,1.22,1.56,5
HAT-P-14,b,HAT-P-14 b,Transit,2010,4.62767,1093.3352,15.917,1.56,260.116169,38.242165,224.1,9.98,V (Johnson),8.851,0.019,6600,4.25,0.615,2.65,1.82,0.431
HAT-P-15,b,HAT-P-15 b,Transit,2010,10.8635,616.5902,11.882,1.96,66.248026,39.460636,193.56,12.16,V (Johnson),9.641,0.019,5568,4.38,-0.193,1,1.07,6.8
HAT-P-16,b,HAT-P-16 b,Transit,2010,2.77596,1332.605,14.448,2.42,9.573181,42.463078,235,10.812,V (Johnson),9.553,0.02,6158,4.34,0.294,1.22,1.24,2
HAT-P-17,b,HAT-P-17 b,Transit,2010,10.33852,184.3414,11.769,0.64,324.536396,30.488716,92.63,10.54,V (Johnson),8.544,0.025,5246,4.53,-0.273,0.99,0.87,7.8
HAT-P-17,c,HAT-P-17 c,Radial Velocity,2010,5584,1080.6,13.1,2.64,324.536396,30.488716,92.63,10.54,V (Johnson),8.544,0.025,5246,4.53,-0.273,0.99,0.87,7.8
HAT-P-18,b,HAT-P-18 b,Transit,2010,5.508023,62.61,11.153,0.25,256.346473,33.012512,166,12.759,V (Johnson),10.234,0.017,4803,4.57,-0.569,0.77,0.75,12.4
HAT-P-19,b,HAT-P-19 b,Transit,2010,4.008778,92.802,12.689,0.25,9.516742,34.711575,215,12.901,V (Johnson),10.546,0.019,4990,4.54,-0.432,0.84,0.82,8.8
HAT-P-2,b,HAT-P-2 b,Transit,2007,5.6335158,2765.121,10.66,7.29,245.151489,41.048084,128.25,8.72,V (Johnson),7.603,0.02,6380,4.16,0.53,1.33,1.39,1.44
HAT-P-20,b,HAT-P-20 b,Transit,2010,2.875317,2302.899,9.718,13.78,111.916469,24.33663,70,11.339,V (Johnson),8.601,0.019,4595,4.63,-0.721,0.76,0.69,6.7
HAT-P-21,b,HAT-P-21 b,Transit,2010,4.12448,1547.8321,12.442,4.6,171.274955,41.027954,279.48,11.685,V (Johnson),10.111,0.018,5588,4.33,0.148,1.24,1.21,10.2
HAT-P-22,b,HAT-P-22 b,Transit,2010,3.21222,785.0401,12.89,2.14,155.681719,50.128345,81.96,9.732,V (Johnson),7.837,0.021,5302,4.36,-0.087,1.13,1.11,12.4
HAT-P-23,b,HAT-P-23 b,Transit,2010,1.21288,425.8922,12.218,1.406,306.123854,16.762152,368.61,12.432,V (Johnson),10.791,0.02,5905,4.33,0.137,0.58,0.96,4
HAT-P-24,b,HAT-P-24 b,Transit,2010,3.35524,238.3725,14.572,0.44,108.825058,14.262599,420.26,11.818,V (Johnson),10.543,0.02,6373,4.27,0.454,1.37,1.38,2.8
HAT-P-25,b,HAT-P-25 b,Transit,2010,3.65281514,180.84527,12.722,0.483,48.435419,25.197405,302.95,13.19,V (Johnson),10.815,0.018,5519,4.52,-0.152,1.01,0.92,3.2
HAT-P-26,b,HAT-P-26 b,Transit,2010,4.23452,22.2481,7.062,0.4,213.156383,4.059997,142.41,11.744,V (Johnson),9.581,0.023,5079,4.56,-0.368,1.12,0.87,9
HAT-P-27,b,HAT-P-27 b,Transit,2011,3.039577,197.05,11.43,0.76,222.767436,5.947368,204,11.956,G (Gaia),10.109,0.021,5300,4.51,-0.244,0.94,0.9,4.4
HAT-P-28,b,HAT-P-28 b,Transit,2011,3.257215,198.953,13.585,0.44,13.000766,34.728413,395,13.03,V (Johnson),11.104,0.018,5680,4.36,0.053,1.02,1.1,6.1
HAT-P-29,b,HAT-P-29 b,Transit,2011,5.72319,279.6904,13.115,0.79,33.131142,51.778759,316.36,11.9,V (Johnson),10.297,0.02,6087,4.34,0.185,1.45,1.3,2.2
HAT-P-3,b,HAT-P-3 b,Transit,2007,2.8997,206.5895,10.536,0.855,206.094121,48.028667,135.08,11.577,V (Johnson),9.448,0.025,5185,4.56,-0.344,1.06,0.87,1.6
HAT-P-30,b,HAT-P-30 b,Transit,2011,2.8106,263.7989,16.141,0.309,123.949894,5.836719,215.29,10.419,V (Johnson),9.151,0.023,6304,4.36,0.41,1.55,1.31,1
HAT-P-31,b,HAT-P-31 b,Transit,2011,5.00542,721.4741,12.218,2.18,271.537705,26.426662,347.48,11.66,V (Johnson),10.083,0.021,6065,4.26,0.372,1.31,1.39,3.17
HAT-P-32,b,HAT-P-32 b,Transit,2011,2.1500082,216.1244,22.194,0.108,31.042848,46.687836,291.51,11.289,V (Johnson),9.99,0.022,6001,4.22,0.338,1.13,1.37,2.7
HAT-P-33,b,HAT-P-33 b,Transit,2011,3.47447,292.4036,20.737,0.2,113.184212,33.835052,400.55,11.188,V (Johnson),10.004,0.018,6446,4.15,0.659,1.82,1.79,2.3
HAT-P-34,b,HAT-P-34 b,Transit,2011,5.45265,2227.9883,15.132,2.4,303.195342,18.104868,251.08,10.162,V (Johnson),9.247,0.023,6442,4.21,0.585,4.26,1.73,1.7
HAT-P-35,b,HAT-P-35 b,Transit,2011,3.64671,2390.0816,39.792,0.55,123.250764,4.787023,514.2,12.46,V (Johnson),11.03,0.021,6096,4.21,0.374,23.56,3.82,3.5
HAT-P-36,b,HAT-P-36 b,Transit,2011,1.32734683,587.41341,14.314,1.175,188.266255,44.915352,296.93,12.262,V (Johnson),10.603,0.021,5620,4.42,-0.009,1.03,1.04,6.6
HAT-P-37,b,HAT-P-37 b,Transit,2011,2.797436,371.528,13.204,0.89,284.296064,51.269138,411,13.23,V (Johnson),11.667,0.02,5500,4.51,-0.208,0.93,0.88,3.6
HAT-P-38,b,HAT-P-38 b,Transit,2012,4.640382,84.857,9.247,0.59,35.383234,32.246151,249,12.557,V (Johnson),10.501,0.014,5330,,-0.208,0.89,0.92,10.1
HAT-P-39,b,HAT-P-39 b,Transit,2012,3.54387,190.372,17.609,0.19,113.758247,17.830082,642,12.422,V (Johnson),11.157,0.02,6430,,0.607,1.4,1.62,2
HAT-P-4,b,HAT-P-4 b,Transit,2007,3.056536,213.255,14.28,0.403,229.991354,36.229664,314,11.118,V (Johnson),9.77,0.02,5860,4.14,0.431,0.56,1.62,3.9
HAT-P-40,b,HAT-P-40 b,Transit,2012,4.45724,152.5584,17.038,0.15,335.512861,45.457378,470.68,11.699,V (Johnson),10.009,0.018,6080,3.93,0.658,1.03,1.94,2.7
HAT-P-41,b,HAT-P-41 b,Transit,2012,2.69405,378.2177,22.978,0.204,297.322651,4.672421,351.63,11.087,V (Johnson),9.728,0.029,6390,4.14,0.584,2.56,2.05,2.2
HAT-P-42,b,HAT-P-42 b,Transit,2012,4.641878,331.801,14.348,0.61,135.344391,6.09723,447,12.168,V (Johnson),10.626,0.024,5743,4.14,0.356,1.18,1.53,5.2
HAT-P-43,b,HAT-P-43 b,Transit,2012,3.332687,210.395,14.359,0.39,128.925737,10.206653,542,13.356,V (Johnson),11.764,0.021,5645,4.37,0.045,1.05,1.1,5.7
HAT-P-44,b,HAT-P-44 b,Transit,2014,4.301219,111.871,13.922,0.23,213.144074,47.014687,363,12.973,G (Gaia),11.275,0.016,5295,4.46,-0.194,0.94,0.95,7.5
HAT-P-44,c,HAT-P-44 c,Radial Velocity,2014,872.2,1271.3,13,3.18,213.144074,47.014687,363,12.973,G (Gaia),11.275,0.016,5295,4.46,-0.194,0.94,0.95,7.5
HAT-P-45,b,HAT-P-45 b,Transit,2014,3.128992,283.492,15.984,0.38,274.373238,-3.381036,305,12.398,G (Gaia),10.201,0.021,6330,4.3,0.4,1.26,1.32,2
HAT-P-46,b,HAT-P-46 b,Transit,2014,4.463129,156.684,14.392,0.28,270.444201,-2.970947,296,11.684,G (Gaia),9.924,0.021,6120,4.25,0.391,1.28,1.4,2.5
HAT-P-49,b,HAT-P-49 b,Transit,2014,2.69155,699.226,17.822,0.75,305.441397,26.692652,353.89,10.326,V (Johnson),9.346,0.014,6820,4.1,0.879,2.22,2.06,1.5
HAT-P-5,b,HAT-P-5 b,Transit,2007,2.78849,311.4734,13.563,0.642,274.405476,36.62141,306.01,12,V (Johnson),10.481,0.018,5960,4.37,0.112,1.04,1.12,2.6
HAT-P-50,b,HAT-P-50 b,Transit,2015,3.1220109,429.0705,14.437,0.78,118.063411,12.13941,497,11.762,V (Johnson),10.5,0.016,6280,4.07,0.603,1.27,1.7,3.37
HAT-P-51,b,HAT-P-51 b,Transit,2015,4.2180278,98.20947,14.493,0.178,21.06519,32.810764,470,13.44,V (Johnson),11.614,0.018,5449,4.39,-0.066,0.98,1.04,8.2
HAT-P-52,b,HAT-P-52 b,Transit,2015,2.7535953,259.98494,11.31,0.98,42.721679,29.022396,385,14.068,V (Johnson),11.621,0.02,5131,4.48,-0.305,0.89,0.89,9.4
HAT-P-53,b,HAT-P-53 b,Transit,2015,1.9616241,471.65972,14.773,0.8,21.871105,38.968147,719,13.73,V (Johnson),12.1,0.017,5956,4.31,0.217,1.09,1.21,4.67
HAT-P-54,b,HAT-P-54 b,Transit,2015,3.799847,241.5508,10.581,1.118,99.898003,25.48254,144.25,13.017,G (Gaia),10.326,0.019,4390,4.67,-0.902,0.65,0.62,3.9
HAT-P-55,b,HAT-P-55 b,Transit,2015,3.5852467,184.97706,13.249,0.435,264.273447,25.731186,480,13.207,V (Johnson),11.627,0.024,5808,4.43,0.064,1.01,1.01,4.2
HAT-P-56,b,HAT-P-56 b,Transit,2015,2.79083,734.1873,16.926,0.75,100.848038,27.252293,323.5,10.908,V (Johnson),9.83,0.016,6566,3.39,0.553,1.42,1.47,2.01
HAT-P-57,b,HAT-P-57 b,Transit,2015,2.4653,448.1403,19.504,0.332,274.743421,10.597294,282.08,10.465,V (Johnson),9.433,0.023,6330,4.25,0.593,2.77,1.85,1
HAT-P-6,b,HAT-P-6 b,Transit,2007,3.85298,419.5356,16.589,0.558,354.774222,42.465973,277.5,10.44,V (Johnson),9.313,0.019,6570,4.22,0.627,1.79,1.62,2.3
HAT-P-65,b,HAT-P-65 b,Transit,2016,2.6054552,167.49641,21.185,0.096,315.905487,11.989404,841,13.145,V (Johnson),11.528,0.023,5835,3.98,0.555,1.21,1.86,5.46
HAT-P-66,b,HAT-P-66 b,Transit,2016,2.972086,248.86089,17.822,0.242,150.572632,53.950863,927,12.993,V (Johnson),11.675,0.02,6002,3.99,0.615,1.25,1.88,4.66
HAT-P-67,b,HAT-P-67 b,Transit,2017,4.8101025,108.0622,23.371,0.052,256.610687,44.776981,320,10.069,V (Johnson),8.9,0.017,6406,3.85,0.939,1.64,2.55,1.24
HAT-P-69,b,HAT-P-69 b,Transit,2019,4.7869491,1137.8314,18.786,1.02,130.505638,3.710566,343.9,9.773,G (Gaia),9.28,0.021,7394,4.11,1,1.65,1.93,1.27
HAT-P-7,b,HAT-P-7 b,Transit,2008,2.20474,584.8072,16.926,0.712,292.24731,47.969513,344.46,10.365,G (Gaia),9.334,0.018,6389,4.07,0.791,1.56,2,2.07
HAT-P-70,b,HAT-P-70 b,Transit,2019,2.74432452,2154.8874,20.961,1.54,74.552333,9.997979,329,9.452,G (Gaia),8.963,0.022,8450,4.18,1.223,1.89,1.86,0.6
HAT-P-8,b,HAT-P-8 b,Transit,2008,3.07634,406.8224,15.693,0.568,343.041067,35.447109,212.84,10.3,V (Johnson),8.953,0.013,6200,4.15,0.464,1.27,1.57,3.4
